City,Colors_Reported,Shape_Reported,State,Time,Year,Month,Day,Hour
Fort Myers,,FIREBALL,FL,1998-03-07 18:45:00,1998,3,7,18
Lighthouse Point,,LIGHT,FL,1998-03-07 18:45:00,1998,3,7,18
Naples,,CONE,FL,1998-03-07 18:45:00,1998,3,7,18
Orlando,,LIGHT,FL,1998-03-07 18:45:00,1998,3,7,18
Port St. Lucie,,LIGHT,FL,1998-03-07 18:45:00,1998,3,7,18
Sebastian Inlet,,LIGHT,FL,1998-03-07 18:45:00,1998,3,7,18
Tampa,,,FL,1998-03-07 18:45:00,1998,3,7,18
Tampa,,OTHER,FL,1998-03-07 18:45:00,1998,3,7,18
Vero Beach,,FORMATION,FL,1998-03-07 18:45:00,1998,3,7,18
West Palm Beach,,CIRCLE,FL,1998-03-07 18:45:00,1998,3,7,18
Sarasota,,LIGHT,FL,1998-03-07 18:48:00,1998,3,7,18
Englewood,,SPHERE,FL,1998-03-07 18:50:00,1998,3,7,18
Lehigh Acres,,FIREBALL,FL,1998-03-07 18:50:00,1998,3,7,18
Sarasota,,CONE,FL,1998-03-07 18:50:00,1998,3,7,18
Central Florida,,LIGHT,FL,1998-03-07 19:00:00,1998,3,7,19
Port Charlotte,,LIGHT,FL,1998-03-07 19:00:00,1998,3,7,19
Bonita Springs,,OTHER,FL,1998-03-07 19:30:00,1998,3,7,19
Kennedy Space Center,,TRIANGLE,FL,1998-03-07 19:30:00,1998,3,7,19
West Palm Beach,,FORMATION,FL,1998-03-07 19:30:00,1998,3,7,19
Punta Gorda,,DISK,FL,1998-03-07 19:50:00,1998,3,7,19
West Palm Beach,,FIREBALL,FL,1998-03-07 20:00:00,1998,3,7,20
Chinook,,VARIOUS,MT,1998-03-07 22:00:00,1998,3,7,22
Wichita,,CYLINDER,KS,1998-03-08 12:00:00,1998,3,8,12
Columbus,RED,VARIOUS,GA,1998-03-08 22:00:00,1998,3,8,22
Butte County,,LIGHT,CA,1998-03-09 19:40:00,1998,3,9,19
Tucson,,TRIANGLE,AZ,1998-03-09 22:25:00,1998,3,9,22
Santa Monica,,SPHERE,CA,1998-03-10 07:00:00,1998,3,10,7
Fort Gordon,,LIGHT,GA,1998-03-10 18:00:00,1998,3,10,18
Savannah,,CONE,GA,1998-03-10 18:00:00,1998,3,10,18
Columbia,,DIAMOND,SC,1998-03-10 19:00:00,1998,3,10,19
Windber,BLUE,FORMATION,PA,1998-03-10 19:00:00,1998,3,10,19
Alexandria,,CHEVRON,VA,1998-03-10 20:00:00,1998,3,10,20
Kauai,,SPHERE,HI,1998-03-11 16:45:00,1998,3,11,16
Los Penisquitos,,LIGHT,CA,1998-03-11 19:30:00,1998,3,11,19
Northport,,LIGHT,NY,1998-03-11 20:10:00,1998,3,11,20
Colorado Springs,,OTHER,CO,1998-03-11 22:03:00,1998,3,11,22
Quincy,RED,CIRCLE,CA,1998-03-11 23:30:00,1998,3,11,23
Eagle County,GREEN,FIREBALL,CO,1998-03-12 01:10:00,1998,3,12,1
Kennewick,,DIAMOND,WA,1998-03-12 01:40:00,1998,3,12,1
San Antonio,,LIGHT,TX,1998-03-12 02:30:00,1998,3,12,2
Red River,RED,CYLINDER,NM,1998-03-12 04:30:00,1998,3,12,4
Greenland,GREEN,SPHERE,NH,1998-03-12 08:34:00,1998,3,12,8
Ashtabula,,CIGAR,OH,1998-03-12 22:10:00,1998,3,12,22
San Jose,,SPHERE,CA,1998-03-13 13:30:00,1998,3,13,13
Florence,,CIGAR,OR,1998-03-13 17:30:00,1998,3,13,17
San Diego,,CIRCLE,CA,1998-03-13 21:00:00,1998,3,13,21
Seattle,,SPHERE,WA,1998-03-13 21:50:00,1998,3,13,21
Novato,RED,FLASH,CA,1998-03-13 22:15:00,1998,3,13,22
Tulsa,,LIGHT,OK,1998-03-13 23:40:00,1998,3,13,23
Tacoma,RED,FIREBALL,WA,1998-03-14 07:50:00,1998,3,14,7
Bradenton,,CIGAR,FL,1998-03-14 15:00:00,1998,3,14,15
Frankfort,,TRIANGLE,IN,1998-03-14 21:00:00,1998,3,14,21
Roswell,,TRIANGLE,NM,1998-03-15 00:00:00,1998,3,15,0
Oak Creek,,LIGHT,CO,1998-03-15 04:00:00,1998,3,15,4
Southaven,,DISK,MS,1998-03-15 13:00:00,1998,3,15,13
Bozeman,,TRIANGLE,MT,1998-03-15 14:00:00,1998,3,15,14
Gunnison,,DISK,CO,1998-03-15 14:30:00,1998,3,15,14
North Pole,BLUE,SPHERE,AK,1998-03-15 20:00:00,1998,3,15,20
Anchorage,,OVAL,AK,1998-03-15 20:30:00,1998,3,15,20
Danbury,,CYLINDER,CT,1998-03-15 20:30:00,1998,3,15,20
Greensboro,,LIGHT,NC,1998-03-15 21:30:00,1998,3,15,21
Los Osos,,SPHERE,CA,1998-03-15 21:30:00,1998,3,15,21
Farina,,FIREBALL,IL,1998-03-15 22:30:00,1998,3,15,22
Holderness,GREEN BLUE,FIREBALL,NH,1998-03-16 03:15:00,1998,3,16,3
Lunenburg,GREEN,LIGHT,MA,1998-03-16 03:22:00,1998,3,16,3
Seattle,,SPHERE,WA,1998-03-16 13:30:00,1998,3,16,13
Albany,RED BLUE,CIGAR,OR,1998-03-16 20:30:00,1998,3,16,20
Bar Harbor,,FIREBALL,ME,1998-03-16 20:56:00,1998,3,16,20
Worcester,,,MA,1998-03-16 23:00:00,1998,3,16,23
Trout Run,,FIREBALL,PA,1998-03-18 02:00:00,1998,3,18,2
Spring Hill,,LIGHT,TN,1998-03-19 19:00:00,1998,3,19,19
Grosse Ile,,DIAMOND,MI,1998-03-19 23:00:00,1998,3,19,23
Harriman State Park,,LIGHT,NY,1998-03-20 00:00:00,1998,3,20,0
Kentwood,,TRIANGLE,MI,1998-03-20 01:00:00,1998,3,20,1
Okoboji,YELLOW GREEN,FIREBALL,IA,1998-03-20 18:00:00,1998,3,20,18
Kansas City,GREEN,FORMATION,MO,1998-03-20 20:50:00,1998,3,20,20
Kearney,,TRIANGLE,NE,1998-03-20 21:46:00,1998,3,20,21
Ten Sleep,,DISK,WY,1998-03-21 20:00:00,1998,3,21,20
Holland,,FLASH,MI,1998-03-21 20:15:00,1998,3,21,20
San Antonio,,FORMATION,TX,1998-03-21 22:30:00,1998,3,21,22
Doylestown,,DISK,PA,1998-03-22 23:30:00,1998,3,22,23
Dayton,,LIGHT,OH,1998-03-24 11:30:00,1998,3,24,11
Southport,,CIRCLE,CT,1998-03-24 16:38:00,1998,3,24,16
Lake Placid,,LIGHT,FL,1998-03-24 21:50:00,1998,3,24,21
Tempe,,TRIANGLE,AZ,1998-03-24 21:55:00,1998,3,24,21
Fort Pierce,ORANGE,FIREBALL,FL,1998-03-24 22:00:00,1998,3,24,22
Teague,,FIREBALL,TX,1998-03-24 22:10:00,1998,3,24,22
Alexandria,,TRIANGLE,LA,1998-03-25 23:30:00,1998,3,25,23
Beautiful Home Community of Monroe County,,LIGHT,KY,1998-03-26 19:00:00,1998,3,26,19
Poseyville,RED,OVAL,IN,1998-03-26 19:00:00,1998,3,26,19
St. Cloud,YELLOW,LIGHT,FL,1998-03-26 21:30:00,1998,3,26,21
Westhampton,,,NY,1998-03-26 21:30:00,1998,3,26,21
Kissimmee,,LIGHT,FL,1998-03-26 21:45:00,1998,3,26,21
St. Cloud,,LIGHT,FL,1998-03-26 21:50:00,1998,3,26,21
Lake Wales,YELLOW,LIGHT,FL,1998-03-26 22:00:00,1998,3,26,22
Portland,BLUE,LIGHT,OR,1998-03-26 22:00:00,1998,3,26,22
Milwaukee,,CIRCLE,WI,1998-03-27 20:40:00,1998,3,27,20
Pueblo,RED GREEN,LIGHT,CO,1998-03-27 21:00:00,1998,3,27,21
Arroyo Grande,,DISK,CA,1998-03-27 22:35:00,1998,3,27,22
Clifton Park,,OTHER,NY,1998-03-27 23:00:00,1998,3,27,23
Newnan,,DISK,GA,1998-03-27 23:00:00,1998,3,27,23
Malvern,,CROSS,PA,1998-03-28 04:30:00,1998,3,28,4
Urbana,,DISK,OH,1998-03-28 13:00:00,1998,3,28,13
Death Valley,,FIREBALL,CA,1998-03-28 20:30:00,1998,3,28,20
Yakima,,VARIOUS,WA,1998-03-29 02:29:00,1998,3,29,2
Indio,ORANGE,LIGHT,CA,1998-03-29 19:30:00,1998,3,29,19
Lunenburg,,FIREBALL,MA,1998-03-29 20:18:00,1998,3,29,20
Mountain View,,OTHER,CA,1998-03-30 22:00:00,1998,3,30,22
Bel Air,,FORMATION,MD,1998-03-30 22:30:00,1998,3,30,22
Davenport,,CIRCLE,IA,1998-03-30 23:00:00,1998,3,30,23
Baraboo,YELLOW,LIGHT,WI,1998-03-31 05:00:00,1998,3,31,5
Ozark National Forest,ORANGE,RECTANGLE,AR,1998-03-31 19:30:00,1998,3,31,19
Glendale,,CIRCLE,CA,1998-04-01 08:00:00,1998,4,1,8
Providence,,CIRCLE,RI,1998-04-01 13:00:00,1998,4,1,13
Henry County,,TRIANGLE,OH,1998-04-01 21:00:00,1998,4,1,21
Santa Clarita,,FIREBALL,CA,1998-04-02 05:00:00,1998,4,2,5
Midland,,DISK,TX,1998-04-02 14:10:00,1998,4,2,14
Austin,,FLASH,TX,1998-04-02 21:30:00,1998,4,2,21
Greenville,,OTHER,OH,1998-04-02 22:50:00,1998,4,2,22
San Antonio,RED GREEN BLUE,TRIANGLE,TX,1998-04-03 01:25:00,1998,4,3,1
Waldorf,,CIRCLE,MD,1998-04-03 07:30:00,1998,4,3,7
Fredericksburg,GREEN BLUE,EGG,VA,1998-04-03 18:42:00,1998,4,3,18
Fairfax,,OVAL,VA,1998-04-03 18:45:00,1998,4,3,18
Wickiup,GREEN,OTHER,AZ,1998-04-03 20:01:00,1998,4,3,20
Eau Claire,,DIAMOND,WI,1998-04-03 22:20:00,1998,4,3,22
Cheyenne,,SPHERE,WY,1998-04-04 09:00:00,1998,4,4,9
Northern California,,LIGHT,CA,1998-04-04 23:00:00,1998,4,4,23
Gardiner,,CIRCLE,ME,1998-04-04 23:30:00,1998,4,4,23
Winslow,,LIGHT,ME,1998-04-05 01:00:00,1998,4,5,1
Baraboo,,LIGHT,WI,1998-04-05 08:10:00,1998,4,5,8
Soquel,GREEN,OTHER,CA,1998-04-05 11:50:00,1998,4,5,11
it was in the middle of no where,,DISK,GA,1998-04-05 19:00:00,1998,4,5,19
Channahon,,TRIANGLE,IL,1998-04-05 23:35:00,1998,4,5,23
Lake Wales,,LIGHT,FL,1998-04-06 00:00:00,1998,4,6,0
Edwards AFB,,,CA,1998-04-06 22:45:00,1998,4,6,22
San Diego,,OVAL,CA,1998-04-09 10:00:00,1998,4,9,10
Colorado Springs,YELLOW,OTHER,CO,1998-04-09 21:15:00,1998,4,9,21
Colorado Springs,,OTHER,CO,1998-04-09 21:34:00,1998,4,9,21
Costa Mesa,,EGG,CA,1998-04-09 23:45:00,1998,4,9,23
El Cajon,RED,CIGAR,CA,1998-04-10 05:45:00,1998,4,10,5
Fort Lewis,,CIRCLE,WA,1998-04-10 11:30:00,1998,4,10,11
Charleston,,,SC,1998-04-10 17:00:00,1998,4,10,17
Pembroke Pines,,TRIANGLE,FL,1998-04-10 21:00:00,1998,4,10,21
Woodland Hills,,LIGHT,CA,1998-04-11 11:00:00,1998,4,11,11
Spring Valley,,FIREBALL,CA,1998-04-11 19:00:00,1998,4,11,19
Corralitos,ORANGE,OTHER,CA,1998-04-11 21:15:00,1998,4,11,21
Yucaipa,,LIGHT,CA,1998-04-12 00:30:00,1998,4,12,0
Level Cross,,,NC,1998-04-12 17:00:00,1998,4,12,17
Waldorf,,OVAL,MD,1998-04-12 17:00:00,1998,4,12,17
Cleveland,,LIGHT,OH,1998-04-12 18:45:00,1998,4,12,18
Castle Rock,,TRIANGLE,CO,1998-04-12 22:00:00,1998,4,12,22
Whitefish,,,MT,1998-04-12 23:00:00,1998,4,12,23
Cleveland,,TRIANGLE,TN,1998-04-12 23:30:00,1998,4,12,23
Binghamton,,OTHER,NY,1998-04-13 07:00:00,1998,4,13,7
Spokane,,LIGHT,WA,1998-04-14 03:20:00,1998,4,14,3
Vienna,,VARIOUS,VA,1998-04-14 13:19:00,1998,4,14,13
Texico,,OTHER,IL,1998-04-14 21:30:00,1998,4,14,21
Ashland,,FIREBALL,NE,1998-04-15 03:30:00,1998,4,15,3
Catawba,,TRIANGLE,OH,1998-04-15 07:45:00,1998,4,15,7
Passaic,,OTHER,NJ,1998-04-15 08:00:00,1998,4,15,8
Baraboo,,SPHERE,WI,1998-04-15 08:20:00,1998,4,15,8
South Zanesville,,LIGHT,OH,1998-04-15 09:00:00,1998,4,15,9
San Antonio,,CYLINDER,TX,1998-04-15 13:00:00,1998,4,15,13
Murfreesboro,,SPHERE,TN,1998-04-15 15:00:00,1998,4,15,15
Roanoke,BLUE,FIREBALL,VA,1998-04-15 17:44:00,1998,4,15,17
Richmond,,DISK,CA,1998-04-15 20:00:00,1998,4,15,20
Hartsgrove,,DISK,OH,1998-04-15 20:30:00,1998,4,15,20
Flagstaff,RED,CIRCLE,AZ,1998-04-15 20:48:00,1998,4,15,20
Warsaw,,,MO,1998-04-15 21:00:00,1998,4,15,21
Arlington,,LIGHT,VT,1998-04-15 22:00:00,1998,4,15,22
Magna,,LIGHT,UT,1998-04-15 22:00:00,1998,4,15,22
New Bedford,ORANGE,OVAL,MA,1998-04-15 22:00:00,1998,4,15,22
Lancing,,LIGHT,TN,1998-04-15 23:30:00,1998,4,15,23
Milpitas,,SPHERE,CA,1998-04-16 03:08:00,1998,4,16,3
Fort Gay,,DISK,WV,1998-04-16 15:00:00,1998,4,16,15
Lafayette,,FIREBALL,CA,1998-04-16 23:16:00,1998,4,16,23
Plainwell,,TRIANGLE,MI,1998-04-17 23:15:00,1998,4,17,23
Tampa,,VARIOUS,FL,1998-04-18 14:00:00,1998,4,18,14
Glenview,,TRIANGLE,IL,1998-04-18 21:30:00,1998,4,18,21
Chicago,,OTHER,IL,1998-04-19 22:10:00,1998,4,19,22
Vancouver,,SPHERE,WA,1998-04-20 09:00:00,1998,4,20,9
Valdosta,,CIRCLE,GA,1998-04-20 10:30:00,1998,4,20,10
Muskegon,GREEN,OTHER,MI,1998-04-20 21:00:00,1998,4,20,21
Brighton,,TRIANGLE,IL,1998-04-20 22:00:00,1998,4,20,22
Austin,YELLOW,LIGHT,TX,1998-04-20 23:59:00,1998,4,20,23
Pecos,BLUE,CHEVRON,TX,1998-04-21 00:24:00,1998,4,21,0
Broomfield,,TEARDROP,CO,1998-04-21 22:30:00,1998,4,21,22
Santa Cruz,GREEN,FIREBALL,CA,1998-04-21 23:46:00,1998,4,21,23
Melbourne,,LIGHT,FL,1998-04-22 05:00:00,1998,4,22,5
Machias,,LIGHT,ME,1998-04-22 16:00:00,1998,4,22,16
Sierra Vista,RED,LIGHT,AZ,1998-04-22 20:00:00,1998,4,22,20
Friday Harbor,,FIREBALL,WA,1998-04-22 21:20:00,1998,4,22,21
Portland,GREEN,SPHERE,OR,1998-04-22 21:20:00,1998,4,22,21
Snohomish,ORANGE BLUE,OVAL,WA,1998-04-22 21:20:00,1998,4,22,21
Shelton,,CIRCLE,WA,1998-04-22 21:22:00,1998,4,22,21
Bangor Submarine Base,,DISK,WA,1998-04-22 21:23:00,1998,4,22,21
Pacific,BLUE,LIGHT,WA,1998-04-22 21:24:00,1998,4,22,21
Federal Way,GREEN,LIGHT,WA,1998-04-22 21:30:00,1998,4,22,21
Vancouver,BLUE,LIGHT,WA,1998-04-22 21:30:00,1998,4,22,21
Yakima,BLUE,CIRCLE,WA,1998-04-22 21:30:00,1998,4,22,21
North Little Rock,,LIGHT,AR,1998-04-22 22:00:00,1998,4,22,22
Reno,GREEN,,NV,1998-04-22 23:25:00,1998,4,22,23
Oneonta,,LIGHT,NY,1998-04-23 04:01:00,1998,4,23,4
Epcot Center,,DISK,FL,1998-04-23 16:00:00,1998,4,23,16
Oconomowoc,,LIGHT,WI,1998-04-23 17:21:00,1998,4,23,17
Hollywood,ORANGE,LIGHT,CA,1998-04-23 18:00:00,1998,4,23,18
Shoreline,GREEN,OTHER,WA,1998-04-23 21:25:00,1998,4,23,21
West Boca Raton,,CIRCLE,FL,1998-04-23 22:30:00,1998,4,23,22
Bedford Park,GREEN,FIREBALL,IL,1998-04-24 00:25:00,1998,4,24,0
Mt. Charlston,,FORMATION,NV,1998-04-24 00:30:00,1998,4,24,0
Frisco,,OVAL,CO,1998-04-25 20:00:00,1998,4,25,20
Manito,,FORMATION,IL,1998-04-25 21:00:00,1998,4,25,21
Blanchard,RED GREEN BLUE,TRIANGLE,OK,1998-04-25 21:45:00,1998,4,25,21
Roca,,TRIANGLE,NE,1998-04-25 22:30:00,1998,4,25,22
Eagan,,LIGHT,MN,1998-04-26 21:45:00,1998,4,26,21
Comer,,DISK,GA,1998-04-26 23:50:00,1998,4,26,23
Santa Cruz,,OTHER,CA,1998-04-27 11:00:00,1998,4,27,11
Tulsa,,CIRCLE,OK,1998-04-28 22:00:00,1998,4,28,22
Colorado Springs,,FLASH,CO,1998-04-28 22:42:00,1998,4,28,22
Simpsonville,,LIGHT,SC,1998-04-29 06:25:00,1998,4,29,6
Republic,,FIREBALL,WA,1998-04-29 07:15:00,1998,4,29,7
Reno,,OTHER,CA,1998-04-30 01:00:00,1998,4,30,1
Danville,BLUE,TEARDROP,VA,1998-04-30 17:45:00,1998,4,30,17
Austin,,SPHERE,TX,1998-04-30 19:00:00,1998,4,30,19
Hardin,,TRIANGLE,KY,1998-05-01 00:00:00,1998,5,1,0
Rural,,FORMATION,NV,1998-05-01 00:00:00,1998,5,1,0
San Diego,,LIGHT,CA,1998-05-01 02:00:00,1998,5,1,2
Cordele,,DIAMOND,GA,1998-05-01 16:00:00,1998,5,1,16
New York City,,TRIANGLE,NY,1998-05-01 18:30:00,1998,5,1,18
Cleveland,,LIGHT,OH,1998-05-01 21:00:00,1998,5,1,21
Lufkin,GREEN,LIGHT,TX,1998-05-01 21:00:00,1998,5,1,21
Gwinn,,TRIANGLE,MI,1998-05-01 22:00:00,1998,5,1,22
Fort Smith,,DISK,AR,1998-05-02 01:00:00,1998,5,2,1
Los Angeles,,TRIANGLE,CA,1998-05-02 06:00:00,1998,5,2,6
Cheyenne,,,WY,1998-05-02 20:30:00,1998,5,2,20
Portland,,TRIANGLE,OR,1998-05-02 22:45:00,1998,5,2,22
Las Vegas,,TRIANGLE,NV,1998-05-03 21:00:00,1998,5,3,21
San Diego,BLUE,DISK,CA,1998-05-04 00:00:00,1998,5,4,0
Memphis,ORANGE,,TN,1998-05-04 00:45:00,1998,5,4,0
Moultrie,,VARIOUS,GA,1998-05-04 06:00:00,1998,5,4,6
Auburn,,SPHERE,WA,1998-05-06 13:30:00,1998,5,6,13
Manito,,TRIANGLE,IL,1998-05-06 23:30:00,1998,5,6,23
New York City,,TRIANGLE,NY,1998-05-08 19:15:00,1998,5,8,19
Deerfield Beach,,LIGHT,FL,1998-05-08 21:40:00,1998,5,8,21
Pompano Beach,,TRIANGLE,FL,1998-05-08 21:40:00,1998,5,8,21
Midlothian,,OTHER,IL,1998-05-08 22:00:00,1998,5,8,22
Asbury community,,LIGHT,NC,1998-05-09 20:00:00,1998,5,9,20
Bessemer,,,AL,1998-05-10 02:00:00,1998,5,10,2
Seattle,,FIREBALL,WA,1998-05-10 10:00:00,1998,5,10,10
Grand Rapids,,,MN,1998-05-10 19:00:00,1998,5,10,19
Carpentersville,,CIRCLE,IL,1998-05-10 21:30:00,1998,5,10,21
Oklahoma,,CIRCLE,OK,1998-05-10 22:00:00,1998,5,10,22
South Holland,,DISK,IL,1998-05-11 22:12:00,1998,5,11,22
Superior,,CIRCLE,WI,1998-05-12 01:00:00,1998,5,12,1
Pampa,,LIGHT,TX,1998-05-12 03:00:00,1998,5,12,3
Kinston,,CIGAR,NC,1998-05-12 16:00:00,1998,5,12,16
Chebanse,,DISK,IL,1998-05-12 21:00:00,1998,5,12,21
Rose,,TRIANGLE,NY,1998-05-15 00:00:00,1998,5,15,0
S. Beloit,,CIRCLE,IL,1998-05-15 00:00:00,1998,5,15,0
Ft. Campbell,,CIRCLE,KY,1998-05-15 07:30:00,1998,5,15,7
Nettleton,,LIGHT,MS,1998-05-15 07:30:00,1998,5,15,7
Des Plaines,,OTHER,IL,1998-05-15 18:00:00,1998,5,15,18
New York City,GREEN,OVAL,NY,1998-05-15 20:00:00,1998,5,15,20
Vincennes,,TRIANGLE,IN,1998-05-15 20:00:00,1998,5,15,20
Sebastopol,,LIGHT,MS,1998-05-15 21:45:00,1998,5,15,21
Newnan,,LIGHT,GA,1998-05-15 23:00:00,1998,5,15,23
Pueblo West,,TRIANGLE,CO,1998-05-15 23:30:00,1998,5,15,23
West Elkton,,,OH,1998-05-16 00:00:00,1998,5,16,0
Wilmington,,,NC,1998-05-16 02:20:00,1998,5,16,2
Westbrook,,OVAL,ME,1998-05-16 02:30:00,1998,5,16,2
Wheat Ridge,,CYLINDER,CO,1998-05-16 03:00:00,1998,5,16,3
Overland Park,,FIREBALL,KS,1998-05-16 16:00:00,1998,5,16,16
Andover,,LIGHT,MN,1998-05-16 21:45:00,1998,5,16,21
Manteca,,TRIANGLE,CA,1998-05-16 22:30:00,1998,5,16,22
Simla,GREEN,VARIOUS,CO,1998-05-16 23:47:00,1998,5,16,23
Belle Vernon,,OTHER,PA,1998-05-17 08:10:00,1998,5,17,8
Almont,,CIRCLE,MI,1998-05-17 17:00:00,1998,5,17,17
Colorado Springs,,LIGHT,CO,1998-05-17 22:25:00,1998,5,17,22
Kaleva,,LIGHT,MI,1998-05-17 23:20:00,1998,5,17,23
Salt Lake City,,TRIANGLE,UT,1998-05-17 23:30:00,1998,5,17,23
Rapid City,,OTHER,SD,1998-05-18 23:30:00,1998,5,18,23
Hill AFB,,CHEVRON,UT,1998-05-20 02:00:00,1998,5,20,2
Norfolk,,OTHER,MA,1998-05-20 03:15:00,1998,5,20,3
Granville,,LIGHT,OH,1998-05-20 04:30:00,1998,5,20,4
Atlantic City,BLUE,CIRCLE,NJ,1998-05-20 17:30:00,1998,5,20,17
Morristown,BLUE,FIREBALL,OH,1998-05-20 21:00:00,1998,5,20,21
Buffalo Grove,,LIGHT,IL,1998-05-20 21:45:00,1998,5,20,21
Salt Lake City,,CHEVRON,UT,1998-05-20 22:30:00,1998,5,20,22
Burlington,,LIGHT,VT,1998-05-20 22:40:00,1998,5,20,22
Old Appleton,,,MO,1998-05-20 23:00:00,1998,5,20,23
Spokane,,LIGHT,WA,1998-05-21 02:50:00,1998,5,21,2
Ridgway,,DISK,PA,1998-05-21 13:00:00,1998,5,21,13
St. Charles,,OTHER,ID,1998-05-21 20:00:00,1998,5,21,20
Denver,,FLASH,CO,1998-05-21 21:30:00,1998,5,21,21
Indianapolis,,VARIOUS,IN,1998-05-22 14:20:00,1998,5,22,14
Tigard,,TRIANGLE,OR,1998-05-22 21:00:00,1998,5,22,21
Moab,,FIREBALL,UT,1998-05-23 12:00:00,1998,5,23,12
Boston Location,,DISK,MI,1998-05-23 16:30:00,1998,5,23,16
Asbury Park,,CIGAR,NJ,1998-05-24 22:40:00,1998,5,24,22
Madison,,CYLINDER,WI,1998-05-25 12:05:00,1998,5,25,12
Denver,,TEARDROP,CO,1998-05-26 10:40:00,1998,5,26,10
Stanwood,,RECTANGLE,WA,1998-05-28 20:10:00,1998,5,28,20
Santa Fe,,FIREBALL,NM,1998-05-28 20:30:00,1998,5,28,20
Tucker,,VARIOUS,GA,1998-05-28 22:30:00,1998,5,28,22
Davie,GREEN BLUE,FLASH,FL,1998-05-28 22:43:00,1998,5,28,22
North Bend,,TRIANGLE,OH,1998-05-29 01:30:00,1998,5,29,1
Maple Shade,,SPHERE,NJ,1998-05-29 03:00:00,1998,5,29,3
Dallas,,DISK,TX,1998-05-29 04:45:00,1998,5,29,4
Phoenix,,OVAL,AZ,1998-05-29 05:00:00,1998,5,29,5
Phoenix,,CIGAR,AZ,1998-05-29 05:10:00,1998,5,29,5
Phoenix,,CIGAR,AZ,1998-05-29 05:10:00,1998,5,29,5
Elmira,,TRIANGLE,NY,1998-05-29 23:30:00,1998,5,29,23
Woodstock,GREEN,CIGAR,IL,1998-05-30 01:40:00,1998,5,30,1
Whitehorse,,LIGHT,MT,1998-05-30 04:00:00,1998,5,30,4
Salem,,OVAL,OR,1998-05-30 21:00:00,1998,5,30,21
Fort Hood,,LIGHT,TX,1998-05-31 02:30:00,1998,5,31,2
Tucson,,CONE,AZ,1998-05-31 10:30:00,1998,5,31,10
Penfield,,DISK,IL,1998-05-31 21:00:00,1998,5,31,21
Vancouver,,TRIANGLE,WA,1998-05-31 21:30:00,1998,5,31,21
Andrews,,CYLINDER,NC,1998-06-01 00:00:00,1998,6,1,0
Leo,,LIGHT,IN,1998-06-01 00:06:00,1998,6,1,0
Denver,,CIRCLE,CO,1998-06-01 00:15:00,1998,6,1,0
Bakersfield,,TRIANGLE,CA,1998-06-01 01:00:00,1998,6,1,1
Danville,,DISK,OH,1998-06-01 01:00:00,1998,6,1,1
Mechanicsburg,,OVAL,OH,1998-06-01 01:00:00,1998,6,1,1
Nipomo,,LIGHT,CA,1998-06-01 02:00:00,1998,6,1,2
Pensacola Beach,,LIGHT,FL,1998-06-01 02:00:00,1998,6,1,2
Wilmington,,OVAL,DE,1998-06-01 09:30:00,1998,6,1,9
Ellensburg,,LIGHT,WA,1998-06-01 10:00:00,1998,6,1,10
Winston-Salem,,CIRCLE,NC,1998-06-01 10:30:00,1998,6,1,10
Kelseyville,,TRIANGLE,CA,1998-06-01 11:00:00,1998,6,1,11
Bozeman,,DISK,MT,1998-06-01 12:00:00,1998,6,1,12
Boston,,DISK,MA,1998-06-01 14:00:00,1998,6,1,14
West Plains,,TRIANGLE,MO,1998-06-01 14:00:00,1998,6,1,14
West Richland,,OVAL,WA,1998-06-01 14:00:00,1998,6,1,14
Colville,,OTHER,WA,1998-06-01 16:30:00,1998,6,1,16
Toledo,,OVAL,OH,1998-06-01 17:00:00,1998,6,1,17
Denmark,,TRIANGLE,SC,1998-06-01 18:00:00,1998,6,1,18
Hunstville,,VARIOUS,AL,1998-06-01 18:00:00,1998,6,1,18
New Rochelle,,LIGHT,NY,1998-06-01 20:00:00,1998,6,1,20
O'Fallon,,TRIANGLE,MO,1998-06-01 20:00:00,1998,6,1,20
Lake Wales,,,FL,1998-06-01 20:30:00,1998,6,1,20
Salem,,OTHER,OR,1998-06-01 21:00:00,1998,6,1,21
Sulphur,,SPHERE,LA,1998-06-01 21:00:00,1998,6,1,21
Mt. Airy,,LIGHT,NC,1998-06-01 21:30:00,1998,6,1,21
Wendover,,TRIANGLE,UT,1998-06-01 21:30:00,1998,6,1,21
Bayfield,,FIREBALL,WI,1998-06-01 22:00:00,1998,6,1,22
Cockeysville,,,MD,1998-06-01 22:00:00,1998,6,1,22
Destrehan,RED,LIGHT,LA,1998-06-01 22:00:00,1998,6,1,22
Liberty County,,OTHER,MT,1998-06-01 22:00:00,1998,6,1,22
Valencia,,TRIANGLE,CA,1998-06-01 22:00:00,1998,6,1,22
Rancho Tehama,,DISK,CA,1998-06-01 23:00:00,1998,6,1,23
Lake Weir,,TRIANGLE,FL,1998-06-02 19:15:00,1998,6,2,19
Waco,,CYLINDER,TX,1998-06-03 17:30:00,1998,6,3,17
Rydal,,LIGHT,GA,1998-06-04 00:00:00,1998,6,4,0
Ocotillo,,TRIANGLE,CA,1998-06-04 06:19:00,1998,6,4,6
Chicago,,SPHERE,IL,1998-06-04 08:30:00,1998,6,4,8
Panama City Beach,,TRIANGLE,FL,1998-06-04 22:30:00,1998,6,4,22
West Paterson,,DISK,NJ,1998-06-05 03:31:00,1998,6,5,3
Bailey,,CIRCLE,CO,1998-06-06 00:30:00,1998,6,6,0
